orderID,empID,date,time,total,tip
1019396,4000,2022-05-19,19:28:01,5.25,0.47
1019397,3000,2022-05-19,19:30:25,12.25,1.84
1019398,3000,2022-05-19,19:32:55,4.5,0.58
1019399,3000,2022-05-19,19:39:30,7.75,1.09
1019400,1000,2022-05-19,19:42:21,17.0,0.0
1019401,1000,2022-05-19,19:43:48,7.75,0.93
1019402,2000,2022-05-19,19:44:25,12.75,1.4
1019403,2000,2022-05-19,19:44:54,15.0,0.15
1019404,1000,2022-05-19,19:47:15,41.45,0.41
1019405,4000,2022-05-19,19:49:25,5.5,0.72
1019406,1000,2022-05-19,19:51:08,12.75,1.28
1019407,3000,2022-05-19,20:11:39,24.5,1.47
1019408,2000,2022-05-19,20:12:26,6.25,0.75
1019409,4000,2022-05-19,20:20:28,25.0,0.75
1019410,4000,2022-05-19,20:27:03,11.25,1.69
1019411,3000,2022-05-19,20:28:22,4.0,0.4
1019412,2000,2022-05-19,20:29:46,8.0,0.32
1019413,1000,2022-05-19,20:30:30,33.5,2.01
1019414,4000,2022-05-19,20:31:09,21.75,2.39
1019415,3000,2022-05-19,20:31:40,8.25,0.0
1019416,4000,2022-05-19,20:37:06,14.5,0.0
1019417,2000,2022-05-19,20:52:05,6.75,0.74
1019418,2000,2022-05-19,20:52:41,15.25,1.22
1019419,2000,2022-05-19,20:53:11,18.25,1.46
1019420,4000,2022-05-19,21:00:25,12.5,1.88
1019421,3000,2022-05-19,21:06:51,3.5,0.1
1019422,3000,2022-05-19,21:07:29,4.5,0.4
1019423,2000,2022-05-19,21:08:04,14.25,1.71
1019424,3000,2022-05-19,21:14:24,13.75,1.38
1019425,3000,2022-05-19,21:14:33,17.5,0.7
1019426,4000,2022-05-19,21:16:13,32.5,0.33
1019427,1000,2022-05-19,21:18:59,6.25,0.88
1019428,4000,2022-05-19,21:20:33,6.5,0.97
1019429,3000,2022-05-19,21:22:57,7.0,0.63
1019430,2000,2022-05-19,21:23:06,3.25,0.29
1019431,4000,2022-05-19,21:29:02,9.5,0.57
1019432,1000,2022-05-19,21:31:27,28.2,3.95
1019433,3000,2022-05-19,21:33:51,12.0,0.72
1019434,4000,2022-05-19,21:36:26,5.0,0.25
1019435,2000,2022-05-19,21:39:28,30.5,2.44
1019436,4000,2022-05-19,21:42:13,6.5,0.07
1019437,3000,2022-05-19,21:44:32,38.25,3.06
1019438,2000,2022-05-19,21:45:57,33.75,0.34
1019439,1000,2022-05-19,21:50:55,12.25,1.72
1019440,2000,2022-05-19,21:53:58,7.0,0.35
1019441,4000,2022-05-19,21:59:31,29.5,4.42
1019442,4000,2022-05-19,22:26:32,4.5,0.4
1019443,2000,2022-05-19,22:35:23,7.0,0.63
1019444,1000,2022-05-19,22:45:05,4.5,0.63
1019445,4000,2022-05-19,22:46:51,6.0,0.0
1019446,2000,2022-05-19,22:51:44,20.75,0.42
1019447,1000,2022-05-20,11:04:43,13.0,0.0
1019448,3000,2022-05-20,11:23:54,3.5,0.18
1019449,1000,2022-05-20,11:34:09,6.0,0.36
1019450,4000,2022-05-20,11:36:18,10.75,0.54
1019451,1000,2022-05-20,11:43:22,5.5,0.44
1019452,1000,2022-05-20,11:47:05,21.25,2.12
1019453,2000,2022-05-20,11:48:58,13.25,1.33
1019454,1000,2022-05-20,11:49:29,5.5,0.0
1019455,3000,2022-05-20,11:54:47,28.7,0.86
1019456,1000,2022-05-20,12:04:06,4.5,0.32
1019457,1000,2022-05-20,12:06:42,22.45,0.22
1019458,2000,2022-05-20,12:07:58,13.5,0.0
1019459,1000,2022-05-20,12:08:08,39.75,1.19
1019460,3000,2022-05-20,12:10:55,13.5,0.95
1019461,2000,2022-05-20,12:21:13,9.75,0.49
1019462,1000,2022-05-20,12:43:01,5.25,0.58
1019463,2000,2022-05-20,12:44:23,4.5,0.45
1019464,3000,2022-05-20,12:46:01,21.25,0.85
1019465,1000,2022-05-20,12:47:55,5.5,0.77
1019466,3000,2022-05-20,12:50:08,38.0,4.18
1019467,4000,2022-05-20,13:06:15,12.25,1.23
1019468,4000,2022-05-20,13:12:34,6.5,0.39
1019469,1000,2022-05-20,13:16:50,7.75,0.31
1019470,3000,2022-05-20,13:18:15,6.5,0.84
1019471,3000,2022-05-20,13:18:51,20.0,0.0
1019472,2000,2022-05-20,13:23:00,31.5,0.0
1019473,1000,2022-05-20,13:30:18,5.25,0.68
1019474,3000,2022-05-20,13:36:18,7.0,0.0
1019475,4000,2022-05-20,13:36:54,13.75,0.28
1019476,4000,2022-05-20,13:51:38,23.25,2.79
1019477,1000,2022-05-20,14:09:46,26.0,1.82
1019478,2000,2022-05-20,14:19:49,8.0,1.2
1019479,1000,2022-05-20,14:31:45,6.5,0.84
1019480,1000,2022-05-20,14:51:17,20.75,0.83
1019481,4000,2022-05-20,14:54:40,6.5,0.46
1019482,2000,2022-05-20,15:11:36,13.75,1.79
1019483,2000,2022-05-20,15:21:36,10.5,1.16
1019484,3000,2022-05-20,15:24:32,34.7,1.74
1019485,1000,2022-05-20,15:25:12,13.0,0.13
1019486,4000,2022-05-20,15:33:40,12.25,0.49
1019487,4000,2022-05-20,15:35:18,5.5,0.77
1019488,4000,2022-05-20,15:36:57,14.5,1.74
1019489,4000,2022-05-20,15:41:28,11.25,0.9
1019490,4000,2022-05-20,15:48:29,17.25,0.0
1019491,1000,2022-05-20,15:57:33,37.0,4.07
1019492,1000,2022-05-20,16:05:53,13.75,0.0
1019493,2000,2022-05-20,16:13:41,5.75,0.86
1019494,3000,2022-05-20,16:28:30,21.25,1.06
1019495,2000,2022-05-20,16:38:52,7.5,0.15
1019496,1000,2022-05-20,16:39:01,15.25,2.14
1019497,3000,2022-05-20,16:39:01,25.25,1.01
1019498,1000,2022-05-20,16:42:09,39.75,3.58
1019499,2000,2022-05-20,16:44:43,4.75,0.19
1019500,4000,2022-05-20,17:01:27,8.5,0.17
1019501,1000,2022-05-20,17:07:31,23.0,2.53
1019502,4000,2022-05-20,17:15:00,4.5,0.63
1019503,3000,2022-05-20,17:30:06,5.75,0.46
1019504,1000,2022-05-20,17:35:40,16.5,1.16
1019505,1000,2022-05-20,17:46:55,13.25,0.4
1019506,2000,2022-05-20,18:01:38,18.0,1.08
1019507,1000,2022-05-20,18:02:05,11.5,1.5
1019508,2000,2022-05-20,18:06:19,16.25,1.62
1019509,4000,2022-05-20,18:08:04,8.5,0.09
1019510,3000,2022-05-20,18:12:15,13.25,0.13
1019511,4000,2022-05-20,18:13:38,13.0,0.52
1019512,3000,2022-05-20,18:14:55,5.0,0.35
1019513,2000,2022-05-20,18:15:00,7.75,0.93
1019514,3000,2022-05-20,18:19:51,6.5,0.0
1019515,3000,2022-05-20,18:21:42,12.25,1.59
1019516,3000,2022-05-20,18:21:53,13.5,1.08
1019517,1000,2022-05-20,18:23:27,7.0,0.35
1019518,4000,2022-05-20,18:23:57,7.0,0.07
1019519,3000,2022-05-20,18:24:10,26.25,3.15
1019520,3000,2022-05-20,18:24:46,21.25,2.98
1019521,4000,2022-05-20,18:25:36,6.75,0.0
1019522,1000,2022-05-20,18:27:43,12.0,0.12
1019523,4000,2022-05-20,18:31:45,25.75,2.83
1019524,3000,2022-05-20,18:32:21,34.75,4.17
1019525,1000,2022-05-20,18:33:11,6.5,0.52
1019526,3000,2022-05-20,18:37:41,7.0,0.49
1019527,3000,2022-05-20,18:37:42,6.0,0.42
1019528,3000,2022-05-20,18:38:53,12.5,0.5
1019529,2000,2022-05-20,18:41:59,32.5,2.92
1019530,2000,2022-05-20,18:43:40,18.25,2.37
1019531,1000,2022-05-20,18:43:54,6.0,0.84
1019532,1000,2022-05-20,18:45:10,10.25,0.41
1019533,2000,2022-05-20,18:45:38,8.75,0.18
1019534,1000,2022-05-20,18:49:22,11.75,0.35
1019535,3000,2022-05-20,18:50:37,11.5,0.12
1019536,3000,2022-05-20,18:54:08,7.5,0.82
1019537,3000,2022-05-20,18:57:24,24.5,2.21
1019538,3000,2022-05-20,18:58:20,6.5,0.13
1019539,1000,2022-05-20,19:01:01,4.5,0.4
1019540,4000,2022-05-20,19:01:46,6.0,0.48
1019541,4000,2022-05-20,19:03:31,14.0,1.54
1019542,1000,2022-05-20,19:03:56,8.25,0.83
1019543,1000,2022-05-20,19:11:55,13.25,0.4
1019544,3000,2022-05-20,19:17:08,30.0,3.6
1019545,3000,2022-05-20,19:18:54,14.0,0.7
1019546,2000,2022-05-20,19:19:11,5.5,0.33
1019547,4000,2022-05-20,19:22:38,14.5,0.43
1019548,4000,2022-05-20,19:26:59,15.0,1.95
1019549,1000,2022-05-20,19:28:47,26.95,1.62
1019550,3000,2022-05-20,19:29:22,10.75,0.43
1019551,2000,2022-05-20,19:30:48,22.45,2.47
1019552,1000,2022-05-20,19:32:13,25.7,3.6
1019553,1000,2022-05-20,19:35:34,18.75,2.63
1019554,4000,2022-05-20,19:36:03,39.25,4.71
1019555,4000,2022-05-20,19:36:55,8.25,0.49
1019556,4000,2022-05-20,19:41:46,10.25,0.31
1019557,1000,2022-05-20,19:43:55,22.5,2.7
1019558,4000,2022-05-20,19:45:08,19.5,2.15
1019559,4000,2022-05-20,19:48:07,32.0,1.6
1019560,3000,2022-05-20,19:50:22,5.5,0.0
1019561,4000,2022-05-20,20:01:49,17.75,1.95
1019562,1000,2022-05-20,20:04:44,3.75,0.41
1019563,2000,2022-05-20,20:09:28,3.25,0.33
1019564,2000,2022-05-20,20:10:02,4.5,0.04
1019565,4000,2022-05-20,20:20:47,9.25,1.39
1019566,1000,2022-05-20,20:26:12,8.25,0.33
1019567,3000,2022-05-20,20:29:54,3.5,0.49
1019568,3000,2022-05-20,20:32:07,24.25,0.48
1019569,3000,2022-05-20,20:32:53,12.0,1.56
1019570,1000,2022-05-20,20:33:47,23.25,1.4
1019571,4000,2022-05-20,20:34:19,11.25,0.11
1019572,1000,2022-05-20,20:34:52,11.25,0.56
1019573,2000,2022-05-20,20:35:25,12.75,1.28
1019574,4000,2022-05-20,20:37:17,15.75,1.1
1019575,1000,2022-05-20,20:37:29,20.75,2.28
1019576,2000,2022-05-20,20:39:03,9.25,0.46
1019577,1000,2022-05-20,20:39:25,6.0,0.78
1019578,3000,2022-05-20,20:40:42,5.25,0.16
1019579,1000,2022-05-20,20:45:17,4.0,0.52
1019580,4000,2022-05-20,20:52:49,11.75,1.76
1019581,3000,2022-05-20,20:54:24,26.75,3.48
1019582,3000,2022-05-20,20:54:31,10.0,1.5
1019583,2000,2022-05-20,20:56:12,5.5,0.55
1019584,1000,2022-05-20,20:58:21,25.25,2.78
1019585,2000,2022-05-20,20:58:44,15.75,1.89
1019586,1000,2022-05-20,20:58:48,8.75,1.23
1019587,1000,2022-05-20,21:01:12,9.25,0.37
1019588,2000,2022-05-20,21:02:03,29.0,2.32
1019589,2000,2022-05-20,21:06:03,18.0,2.34
1019590,1000,2022-05-20,21:08:38,13.0,1.56
1019591,1000,2022-05-20,21:14:03,30.25,1.81
1019592,2000,2022-05-20,21:17:26,15.25,1.37
1019593,3000,2022-05-20,21:17:42,18.5,1.67
1019594,2000,2022-05-20,21:20:23,11.5,0.81
1019595,4000,2022-05-20,21:20:45,9.0,0.9
1019596,2000,2022-05-20,21:22:09,6.5,0.97
1019597,2000,2022-05-20,21:22:32,11.0,0.66
1019598,3000,2022-05-20,21:25:12,5.5,0.0
1019599,4000,2022-05-20,21:26:58,12.5,0.5
1019600,2000,2022-05-20,21:28:18,35.75,4.29
1019601,2000,2022-05-20,21:32:45,12.5,0.12
1019602,4000,2022-05-20,21:36:54,6.0,0.6
1019603,2000,2022-05-20,21:36:57,8.5,0.09
1019604,4000,2022-05-20,21:39:03,10.5,0.63
1019605,4000,2022-05-20,21:41:15,23.0,2.76
1019606,3000,2022-05-20,21:44:42,5.0,0.0
1019607,1000,2022-05-20,21:48:49,4.25,0.26
1019608,2000,2022-05-20,21:50:15,6.25,0.12
1019609,2000,2022-05-20,21:57:15,4.25,0.0
1019610,3000,2022-05-20,22:02:51,5.5,0.55
1019611,4000,2022-05-20,22:10:17,10.5,0.0
1019612,4000,2022-05-20,22:18:01,25.5,1.28
1019613,3000,2022-05-20,22:21:14,8.75,1.31
1019614,2000,2022-05-20,22:21:49,24.5,2.45
1019615,2000,2022-05-20,22:23:19,9.25,1.3
1019616,2000,2022-05-20,22:27:19,26.25,1.84
1019617,3000,2022-05-20,22:29:47,8.25,0.58
1019618,3000,2022-05-20,22:37:43,20.0,2.6
1019619,2000,2022-05-20,22:40:37,11.25,1.01
1019620,4000,2022-05-20,22:46:55,6.75,0.14
1019621,1000,2022-05-21,11:00:59,9.5,0.85
1019622,2000,2022-05-21,11:19:43,11.25,1.01
1019623,3000,2022-05-21,11:36:23,5.5,0.28
1019624,4000,2022-05-21,11:41:17,3.5,0.32
1019625,2000,2022-05-21,11:52:41,12.75,0.77
1019626,2000,2022-05-21,12:00:24,3.5,0.04
1019627,2000,2022-05-21,12:22:17,6.5,0.13
1019628,4000,2022-05-21,12:29:16,19.75,0.79
1019629,4000,2022-05-21,12:36:01,12.5,0.62
1019630,4000,2022-05-21,13:10:08,16.25,1.62
1019631,3000,2022-05-21,13:13:09,21.25,2.98
1019632,4000,2022-05-21,13:27:19,6.5,0.46
1019633,3000,2022-05-21,13:30:17,24.75,2.72
1019634,4000,2022-05-21,13:55:35,10.0,0.5
1019635,3000,2022-05-21,14:02:45,4.25,0.0
1019636,2000,2022-05-21,14:09:37,13.25,0.53
1019637,1000,2022-05-21,14:22:54,19.5,2.34
1019638,2000,2022-05-21,14:31:53,4.0,0.08
1019639,1000,2022-05-21,14:52:57,11.75,1.41
1019640,4000,2022-05-21,15:13:11,6.5,0.65
1019641,2000,2022-05-21,15:26:30,18.5,0.0
1019642,3000,2022-05-21,15:28:02,4.75,0.33
1019643,4000,2022-05-21,16:21:28,5.75,0.29
1019644,1000,2022-05-21,16:29:32,12.75,1.4
1019645,4000,2022-05-21,16:38:19,19.25,0.0
1019646,2000,2022-05-21,16:40:09,5.75,0.23
1019647,2000,2022-05-21,16:40:55,3.5,0.42
1019648,3000,2022-05-21,16:48:39,6.5,0.84
1019649,1000,2022-05-21,16:49:06,16.25,0.49
1019650,2000,2022-05-21,16:49:29,28.0,3.08
1019651,3000,2022-05-21,16:54:06,22.95,1.84
1019652,3000,2022-05-21,17:26:08,32.0,4.16
1019653,2000,2022-05-21,17:28:17,3.5,0.39
1019654,1000,2022-05-21,17:34:29,16.0,1.28
1019655,1000,2022-05-21,17:43:19,6.5,0.84
1019656,4000,2022-05-21,17:48:58,29.0,0.87
1019657,2000,2022-05-21,17:58:48,15.0,0.3
1019658,1000,2022-05-21,18:00:53,6.0,0.3
1019659,4000,2022-05-21,18:02:36,5.0,0.35
1019660,3000,2022-05-21,18:03:40,17.0,1.36
1019661,1000,2022-05-21,18:05:08,13.75,1.65
1019662,2000,2022-05-21,18:11:28,6.0,0.48
1019663,4000,2022-05-21,18:11:33,5.25,0.42
1019664,2000,2022-05-21,18:14:48,30.75,2.77
1019665,1000,2022-05-21,18:17:31,23.25,2.56
1019666,2000,2022-05-21,18:21:07,11.5,0.0
1019667,1000,2022-05-21,18:21:23,12.25,1.59
1019668,4000,2022-05-21,18:22:19,16.25,1.3
1019669,2000,2022-05-21,18:22:56,7.0,0.14
1019670,1000,2022-05-21,18:25:46,32.25,2.26
1019671,1000,2022-05-21,18:26:10,29.25,2.34
1019672,2000,2022-05-21,18:30:48,13.25,1.06
1019673,2000,2022-05-21,18:31:30,21.45,0.64
1019674,2000,2022-05-21,18:33:56,4.5,0.63
1019675,2000,2022-05-21,18:34:35,14.0,0.7
1019676,2000,2022-05-21,18:35:48,9.0,0.09
1019677,4000,2022-05-21,18:39:25,5.75,0.23
1019678,4000,2022-05-21,18:40:29,14.0,1.12
1019679,1000,2022-05-21,18:41:44,11.75,1.29
1019680,1000,2022-05-21,18:46:13,10.0,0.7
1019681,1000,2022-05-21,18:47:29,29.75,3.87
1019682,4000,2022-05-21,18:51:03,17.5,0.88
1019683,1000,2022-05-21,18:52:02,7.0,0.49
1019684,2000,2022-05-21,18:58:21,6.0,0.6
1019685,4000,2022-05-21,19:00:44,7.5,0.0
1019686,4000,2022-05-21,19:01:01,5.5,0.6
1019687,2000,2022-05-21,19:01:02,5.25,0.0
1019688,1000,2022-05-21,19:01:46,10.75,0.86
1019689,3000,2022-05-21,19:09:51,10.0,1.4
1019690,3000,2022-05-21,19:10:59,25.25,0.25
1019691,2000,2022-05-21,19:11:02,4.75,0.24
1019692,4000,2022-05-21,19:15:14,20.5,0.41
1019693,2000,2022-05-21,19:15:23,8.5,1.02
1019694,4000,2022-05-21,19:18:00,12.75,0.89
1019695,1000,2022-05-21,19:18:16,23.75,1.19
1019696,2000,2022-05-21,19:20:52,3.25,0.2
1019697,3000,2022-05-21,19:22:19,25.75,0.0
1019698,1000,2022-05-21,19:24:43,28.0,3.92
1019699,4000,2022-05-21,19:27:18,5.5,0.06
1019700,2000,2022-05-21,19:33:39,16.25,0.97
1019701,4000,2022-05-21,19:35:29,10.0,0.0
1019702,1000,2022-05-21,19:42:56,14.0,0.0
1019703,4000,2022-05-21,19:47:23,13.5,1.21
1019704,3000,2022-05-21,19:52:15,17.0,1.7
1019705,1000,2022-05-21,19:54:19,23.0,1.84
1019706,1000,2022-05-21,19:56:02,5.75,0.17
1019707,4000,2022-05-21,20:01:54,27.25,3.82
1019708,1000,2022-05-21,20:09:23,5.5,0.0
1019709,1000,2022-05-21,20:09:40,4.5,0.58
1019710,4000,2022-05-21,20:09:47,5.0,0.05
1019711,4000,2022-05-21,20:10:31,14.5,0.58
1019712,1000,2022-05-21,20:14:22,7.25,0.51
1019713,3000,2022-05-21,20:16:51,7.0,0.56
1019714,4000,2022-05-21,20:20:25,16.25,1.46
1019715,1000,2022-05-21,20:21:59,6.0,0.0
1019716,1000,2022-05-21,20:27:16,5.5,0.55
1019717,3000,2022-05-21,20:28:10,23.0,1.15
1019718,3000,2022-05-21,20:29:28,5.0,0.1
1019719,1000,2022-05-21,20:34:19,33.75,3.04
1019720,1000,2022-05-21,20:34:55,39.25,1.57
1019721,3000,2022-05-21,20:35:33,4.75,0.1
1019722,2000,2022-05-21,20:37:59,4.25,0.0
1019723,1000,2022-05-21,20:40:14,8.0,1.12
1019724,4000,2022-05-21,20:41:48,4.5,0.36
1019725,1000,2022-05-21,20:42:30,4.0,0.12
1019726,1000,2022-05-21,20:43:14,14.5,0.43
1019727,4000,2022-05-21,20:46:38,14.0,0.56
1019728,2000,2022-05-21,20:52:44,29.25,2.34
1019729,2000,2022-05-21,20:55:30,16.5,1.81
1019730,3000,2022-05-21,20:55:50,11.5,0.58
1019731,3000,2022-05-21,20:57:37,5.5,0.82
1019732,1000,2022-05-21,21:00:21,8.5,1.02
1019733,1000,2022-05-21,21:01:49,6.5,0.39
1019734,1000,2022-05-21,21:03:31,20.5,3.07
1019735,1000,2022-05-21,21:09:33,12.5,1.62
1019736,3000,2022-05-21,21:12:48,14.0,1.54
1019737,4000,2022-05-21,21:12:50,13.0,0.78
1019738,1000,2022-05-21,21:16:32,17.25,1.21
1019739,4000,2022-05-21,21:16:47,4.5,0.18
1019740,3000,2022-05-21,21:18:08,31.0,0.0
1019741,4000,2022-05-21,21:19:54,12.0,0.48
1019742,4000,2022-05-21,21:21:01,12.5,1.38
1019743,1000,2022-05-21,21:21:24,20.95,0.0
1019744,4000,2022-05-21,21:28:09,16.25,0.81
1019745,4000,2022-05-21,21:30:18,6.0,0.0
1019746,3000,2022-05-21,21:40:16,7.75,0.46
1019747,1000,2022-05-21,21:44:06,6.0,0.42
1019748,2000,2022-05-21,21:47:52,4.25,0.26
1019749,2000,2022-05-21,21:47:53,11.75,1.18
1019750,1000,2022-05-21,21:51:58,11.0,1.32
1019751,1000,2022-05-21,21:54:19,5.5,0.06
1019752,4000,2022-05-21,21:59:05,14.75,1.18
1019753,1000,2022-05-21,22:03:03,15.5,2.17
1019754,1000,2022-05-21,22:09:35,7.0,0.14
1019755,3000,2022-05-21,22:13:29,8.75,0.18
1019756,3000,2022-05-21,22:21:15,28.75,3.45
1019757,3000,2022-05-21,22:28:54,31.0,4.65
1019758,2000,2022-05-21,22:45:22,4.0,0.6
1019759,2000,2022-05-21,22:46:50,5.25,0.37
1019760,3000,2022-05-21,22:48:17,28.5,2.0
1019761,1000,2022-05-22,11:23:39,16.25,0.33
1019762,4000,2022-05-22,11:23:45,4.0,0.24
1019763,1000,2022-05-22,11:24:37,11.5,0.92
1019764,1000,2022-05-22,11:27:29,4.5,0.63
1019765,2000,2022-05-22,11:42:02,4.0,0.04
1019766,3000,2022-05-22,11:42:25,7.0,0.42
1019767,3000,2022-05-22,11:47:13,11.5,1.5
1019768,3000,2022-05-22,11:51:53,23.25,2.79
1019769,2000,2022-05-22,12:18:56,4.25,0.47
1019770,3000,2022-05-22,12:22:49,4.0,0.36
1019771,2000,2022-05-22,12:41:13,4.25,0.6
1019772,1000,2022-05-22,12:42:21,18.0,1.26
1019773,4000,2022-05-22,13:00:12,10.5,0.63
1019774,3000,2022-05-22,13:01:21,5.5,0.82
1019775,4000,2022-05-22,13:07:33,12.75,0.89
1019776,1000,2022-05-22,13:09:29,25.0,0.75
1019777,2000,2022-05-22,13:31:31,22.25,2.23
1019778,1000,2022-05-22,13:33:35,6.25,0.88
1019779,2000,2022-05-22,13:36:21,10.75,0.0
1019780,1000,2022-05-22,13:41:58,8.75,1.31
1019781,3000,2022-05-22,13:49:04,19.25,2.5
1019782,1000,2022-05-22,13:53:29,9.75,0.39
1019783,4000,2022-05-22,14:15:55,5.0,0.25
1019784,1000,2022-05-22,14:30:17,36.75,2.57
1019785,3000,2022-05-22,14:32:42,26.45,0.0
1019786,4000,2022-05-22,14:57:54,7.0,0.63
1019787,1000,2022-05-22,14:58:23,29.5,0.29
1019788,2000,2022-05-22,15:00:05,6.0,0.0
1019789,4000,2022-05-22,15:22:00,24.5,2.69
1019790,4000,2022-05-22,15:25:48,5.75,0.81
1019791,1000,2022-05-22,15:33:26,5.5,0.22
1019792,4000,2022-05-22,15:34:31,8.5,0.09
1019793,1000,2022-05-22,15:36:59,21.75,0.43
1019794,4000,2022-05-22,15:38:42,5.5,0.33
1019795,2000,2022-05-22,15:42:59,11.25,0.67
1019796,1000,2022-05-22,15:47:36,12.75,0.26
1019797,2000,2022-05-22,15:55:43,22.5,1.12
1019798,2000,2022-05-22,16:11:26,18.75,0.75
1019799,4000,2022-05-22,16:33:39,37.25,2.98
1019800,4000,2022-05-22,16:33:45,13.25,1.46
1019801,1000,2022-05-22,16:40:46,9.75,0.78
1019802,1000,2022-05-22,17:06:40,18.5,2.22
1019803,2000,2022-05-22,17:22:00,11.25,1.12
1019804,4000,2022-05-22,17:32:12,26.75,1.34
1019805,2000,2022-05-22,17:46:59,6.5,0.26
1019806,4000,2022-05-22,18:00:58,13.0,1.95
1019807,3000,2022-05-22,18:05:10,11.0,0.22
1019808,3000,2022-05-22,18:05:13,35.5,1.78
1019809,2000,2022-05-22,18:07:49,12.5,0.88
1019810,4000,2022-05-22,18:08:51,19.5,1.56
1019811,4000,2022-05-22,18:12:56,39.25,3.53
1019812,3000,2022-05-22,18:16:33,9.5,0.67
1019813,4000,2022-05-22,18:23:13,5.75,0.58
1019814,4000,2022-05-22,18:23:15,18.5,2.41
1019815,1000,2022-05-22,18:27:49,15.5,0.31
1019816,1000,2022-05-22,18:28:12,6.0,0.06
1019817,4000,2022-05-22,18:30:01,11.5,0.69
1019818,1000,2022-05-22,18:39:41,4.5,0.49
1019819,3000,2022-05-22,18:40:08,9.0,0.45
1019820,1000,2022-05-22,18:44:09,16.25,0.97
1019821,2000,2022-05-22,18:45:30,21.45,3.22
1019822,3000,2022-05-22,18:47:13,30.25,0.3
1019823,3000,2022-05-22,18:52:23,26.75,2.94
1019824,1000,2022-05-22,18:54:51,18.25,1.09
1019825,1000,2022-05-22,18:55:29,6.0,0.36
1019826,4000,2022-05-22,18:56:04,7.75,1.09
1019827,2000,2022-05-22,19:01:56,39.25,4.71
1019828,2000,2022-05-22,19:02:12,10.0,1.4
1019829,4000,2022-05-22,19:02:58,23.5,2.58
1019830,4000,2022-05-22,19:10:54,11.5,0.0
1019831,3000,2022-05-22,19:11:56,12.5,0.62
1019832,2000,2022-05-22,19:12:11,14.5,0.73
1019833,4000,2022-05-22,19:12:38,13.25,1.46
1019834,4000,2022-05-22,19:13:01,12.5,1.88
1019835,1000,2022-05-22,19:17:14,10.5,0.0
1019836,3000,2022-05-22,19:17:58,11.25,0.11
1019837,3000,2022-05-22,19:19:18,4.5,0.63
1019838,1000,2022-05-22,19:19:37,15.25,0.46
1019839,2000,2022-05-22,19:26:00,7.0,0.35
1019840,1000,2022-05-22,19:26:49,10.75,0.32
1019841,4000,2022-05-22,19:28:33,6.0,0.36
1019842,2000,2022-05-22,19:32:02,22.75,2.96
1019843,3000,2022-05-22,19:32:48,7.5,0.6
1019844,3000,2022-05-22,19:35:28,10.5,0.74
1019845,1000,2022-05-22,19:42:57,18.75,2.25
1019846,1000,2022-05-22,19:52:08,26.0,1.56
1019847,4000,2022-05-22,19:55:10,29.75,4.17
1019848,3000,2022-05-22,19:57:03,13.75,2.06
1019849,4000,2022-05-22,19:58:53,10.5,0.53
1019850,4000,2022-05-22,20:00:54,11.25,1.35
1019851,2000,2022-05-22,20:01:26,4.25,0.3
1019852,2000,2022-05-22,20:04:51,27.5,0.28
1019853,3000,2022-05-22,20:05:54,28.5,1.71
1019854,3000,2022-05-22,20:07:11,12.0,0.48
1019855,1000,2022-05-22,20:14:11,4.0,0.52
1019856,4000,2022-05-22,20:18:13,7.5,0.22
1019857,3000,2022-05-22,20:18:42,28.75,0.29
1019858,3000,2022-05-22,20:21:05,6.5,0.26
1019859,3000,2022-05-22,20:22:25,11.75,1.41
1019860,1000,2022-05-22,20:30:27,11.5,1.26
1019861,4000,2022-05-22,20:35:20,24.45,1.22
1019862,2000,2022-05-22,20:37:23,10.75,0.65
1019863,4000,2022-05-22,20:45:36,8.0,0.8
1019864,2000,2022-05-22,20:46:36,4.5,0.45
1019865,1000,2022-05-22,20:55:53,14.5,0.58
1019866,2000,2022-05-22,20:57:04,11.5,1.26
1019867,3000,2022-05-22,20:58:43,9.25,0.18
1019868,4000,2022-05-22,20:59:47,25.75,3.35
1019869,4000,2022-05-22,21:05:21,4.5,0.63
1019870,3000,2022-05-22,21:05:30,15.5,1.4
1019871,3000,2022-05-22,21:09:16,5.5,0.28
1019872,4000,2022-05-22,21:17:31,32.25,3.55
1019873,2000,2022-05-22,21:19:16,4.5,0.63
1019874,2000,2022-05-22,21:19:38,21.5,2.58
1019875,3000,2022-05-22,21:19:51,23.5,3.06
1019876,1000,2022-05-22,21:24:25,23.75,0.0
1019877,2000,2022-05-22,21:26:49,6.75,0.61
1019878,2000,2022-05-22,21:29:20,48.95,2.94
1019879,1000,2022-05-22,21:35:00,12.75,1.66
1019880,3000,2022-05-22,21:35:11,5.0,0.2
1019881,4000,2022-05-22,21:40:02,17.5,2.1
1019882,4000,2022-05-22,21:41:00,5.0,0.05
1019883,4000,2022-05-22,21:42:02,12.5,0.5
1019884,4000,2022-05-22,21:44:08,32.0,2.88
1019885,3000,2022-05-22,21:45:15,8.5,1.1
1019886,1000,2022-05-22,21:45:27,33.25,1.99
1019887,3000,2022-05-22,21:47:27,5.5,0.66
1019888,2000,2022-05-22,21:49:18,26.2,1.05
1019889,4000,2022-05-22,21:49:51,7.0,0.42
1019890,3000,2022-05-22,21:52:20,5.5,0.16
1019891,2000,2022-05-22,21:58:18,4.5,0.23
1019892,1000,2022-05-22,21:58:30,16.25,0.33
1019893,3000,2022-05-22,21:59:02,9.0,0.45
1019894,4000,2022-05-22,21:59:29,10.0,0.6
